id_,methodAnonymousClassesQty,methodAssignmentsQty,methodCbo,methodComparisonsQty,methodLambdasQty,methodLoc,methodLoopQty,methodMathOperationsQty,methodMaxNestedBlocks,methodNumbersQty,methodParametersQty,methodParenthesizedExpsQty,methodReturnQty,methodRfc,methodStringLiteralsQty,methodSubClassesQty,methodTryCatchQty,methodUniqueWordsQty,methodVariablesQty,methodWmc,bugFixCount,refactoringsInvolved
14830,0,11,18,4,0,146,1,3,5,1,3,0,0,46,6,0,2,67,10,45,2,1
84258,0,30,15,1,0,184,6,4,7,2,2,0,2,36,59,0,0,77,25,55,0,3
71998,1,30,21,8,0,106,6,2,5,1,2,4,1,44,5,0,3,100,26,27,151,50
20085,0,31,7,0,0,68,4,1,6,0,2,0,1,26,6,0,3,41,19,17,104,53
74521,1,14,13,9,0,150,1,1,4,0,3,0,9,36,20,0,3,90,10,37,15,4
84698,0,21,17,1,0,87,5,10,4,0,2,2,1,52,17,0,0,67,17,22,6,4
2021,0,31,17,9,0,182,7,6,5,3,1,7,3,68,18,0,0,76,18,54,9,7
61394,0,54,13,2,0,144,2,79,3,51,1,20,1,46,1,0,2,74,44,31,36,8
25930,0,29,19,5,0,154,1,8,4,15,1,1,22,41,8,0,0,41,21,39,2,2
88,0,47,9,3,0,212,3,5,8,0,1,7,2,84,33,0,2,122,26,65,45,51
95944,1,102,14,4,0,228,14,5,7,27,3,0,0,55,1,0,0,88,63,40,19,3
22842,0,17,9,0,0,116,1,3,5,0,5,2,2,33,50,0,4,83,12,17,5,3
43482,0,95,10,8,0,229,4,20,6,10,4,3,3,50,45,0,2,98,32,116,74,32
82305,0,6,7,3,0,140,12,1,4,2,4,0,1,93,8,0,0,51,6,52,13,12
1028,0,214,6,0,0,387,2,1,4,37,1,7,0,33,216,0,2,513,2,12,33,1
13927,0,21,8,3,0,165,4,20,7,7,2,2,10,62,67,0,0,141,21,85,21,20
4533,0,43,5,1,0,89,10,31,6,64,4,11,1,19,14,0,0,54,28,25,114,60
65523,0,30,5,4,0,105,1,1,5,2,2,0,10,28,54,0,6,54,23,19,19,7
5426,0,29,8,3,0,135,6,0,7,3,1,1,0,35,25,0,0,59,24,41,15,3
57032,0,181,3,110,0,434,2,21,6,155,0,173,4,47,13,0,0,153,19,239,8,3
84006,0,69,13,14,1,239,0,0,6,9,2,9,1,43,34,0,1,86,24,70,39,32
28831,0,62,11,28,0,408,6,17,8,40,4,6,1,72,83,0,8,149,54,118,155,96
45972,0,16,8,1,0,87,1,8,6,7,3,0,1,28,20,0,6,62,11,14,26,13
81093,0,33,7,2,0,79,2,6,9,6,6,3,0,27,25,0,2,59,10,15,20,6
87258,0,46,13,11,0,195,3,24,8,15,1,3,8,61,0,0,0,80,31,54,15,5
53953,0,39,21,4,0,91,2,0,3,5,0,3,3,34,1,0,2,113,25,21,29,18
24127,0,31,24,0,0,75,3,0,7,1,1,1,8,22,0,0,0,52,25,16,14,7
25497,0,18,16,2,0,72,2,1,5,2,2,0,2,33,12,0,2,102,16,15,2,21
30042,0,36,24,1,0,225,13,1,5,0,2,4,0,145,2,0,2,85,32,41,39,17
9057,0,50,17,2,0,162,2,6,4,1,3,0,0,61,74,0,3,78,30,55,3,21
50087,0,43,25,7,0,131,0,3,3,12,8,0,6,53,34,0,0,80,32,34,4,7
65145,0,52,11,10,0,183,4,14,6,14,2,0,8,62,48,0,4,101,40,36,0,1
77453,0,60,15,22,0,363,1,20,5,31,0,2,1,41,11,0,1,93,51,105,2,8
80271,0,55,4,16,0,391,5,82,7,30,1,52,1,31,193,0,1,105,34,142,1,1
79036,0,23,16,4,0,122,3,2,9,3,0,1,2,39,12,0,2,65,17,35,15,4
12817,0,72,5,2,0,127,16,28,7,104,1,24,0,19,0,0,0,43,38,28,0,0
90914,0,43,7,3,0,119,5,12,5,37,0,6,1,29,2,0,0,69,23,39,10,6
52127,0,32,23,3,0,98,6,2,8,8,2,0,0,68,12,0,0,85,22,18,6,11
29711,0,44,12,2,0,127,0,18,3,25,2,2,0,53,23,0,1,126,24,20,2,11
8209,0,30,9,1,0,362,0,26,3,620,6,1,1,55,58,0,0,54,18,68,10,10
59000,0,57,18,9,0,217,3,14,8,15,5,13,0,39,77,0,0,62,46,49,0,2
54473,0,19,11,13,0,117,3,0,6,3,1,0,1,38,20,0,1,39,15,42,0,1
83116,9,39,14,3,0,179,0,0,2,15,1,5,0,47,9,0,0,109,28,15,87,52
51859,0,22,15,1,0,111,3,1,10,0,3,2,1,41,1,0,7,52,15,28,8,8
56602,0,19,8,3,0,89,9,1,7,3,0,2,1,36,12,0,0,50,16,20,2,5
38438,0,17,12,2,0,84,5,5,6,11,2,8,2,33,9,0,0,56,14,32,21,7
33022,0,36,9,3,0,129,8,2,6,17,0,0,0,39,11,0,0,71,20,36,29,11
15611,0,37,28,3,0,123,7,7,6,10,6,17,0,36,21,0,1,106,29,33,5,2
5412,0,56,40,6,0,199,4,9,5,10,1,5,0,89,46,0,5,127,42,51,74,96
92899,0,42,8,6,0,134,6,11,5,25,2,10,6,65,21,0,1,72,25,51,44,5
68577,0,62,14,10,0,163,5,9,8,30,3,2,1,41,12,0,1,88,42,45,0,0
43192,0,29,11,5,0,162,4,13,6,6,3,0,1,33,30,0,9,116,18,35,12,6
41165,1,19,10,5,0,136,0,4,5,5,7,1,5,32,15,0,3,57,12,27,30,12
7591,0,161,6,11,0,313,27,280,7,211,0,23,0,25,18,0,0,96,16,90,1,1
7076,0,65,2,12,0,183,13,34,9,63,0,17,0,6,0,0,3,65,30,29,6,2
22347,0,21,9,1,0,78,3,3,4,7,1,1,3,48,12,0,3,106,18,14,15,28
66453,0,24,20,1,0,84,0,7,4,1,1,0,0,43,15,0,0,83,22,18,19,5
85461,0,83,2,3,0,167,1,4,8,21,1,2,0,22,69,0,0,42,20,75,0,1
68759,0,76,2,7,0,158,2,114,4,45,1,20,0,57,10,0,0,73,61,27,2,6
6056,0,36,6,1,0,88,6,15,8,19,1,2,4,24,1,0,0,40,26,20,0,0
20997,0,70,8,3,0,178,0,47,5,89,6,12,3,47,42,0,0,86,31,104,18,20
49030,0,26,5,12,0,159,2,14,3,4,0,3,6,43,25,0,5,115,18,50,31,7
22896,0,18,12,4,0,80,3,5,4,8,4,0,2,43,17,0,0,74,16,21,25,19
61302,0,30,28,31,0,323,1,19,6,0,0,1,3,35,70,0,0,69,29,67,24,12
58467,0,19,11,2,0,56,1,1,8,0,1,3,0,28,3,0,0,69,17,15,84,62
40717,0,50,28,5,0,205,2,2,5,21,3,12,0,36,0,0,0,58,12,60,6,2
81794,0,24,3,2,0,121,6,19,7,27,0,2,3,48,48,0,3,96,15,26,49,15
26660,0,31,6,0,0,145,2,3,7,9,2,0,1,43,6,0,2,95,21,44,6,10
81151,0,12,10,5,0,50,4,0,8,0,1,1,1,15,1,0,0,28,6,18,27,23
45301,0,89,11,31,0,274,18,0,4,20,4,0,36,38,44,0,2,52,71,67,2,1
86670,0,59,5,6,0,186,0,16,4,31,3,0,9,30,381,0,1,74,55,19,15,7
63880,0,15,6,3,0,63,1,0,6,3,1,0,8,26,13,0,2,81,13,29,23,8
36354,0,35,19,2,0,134,2,3,7,0,4,0,3,51,31,0,8,95,31,23,9,7
12330,0,56,2,21,0,196,0,6,4,26,3,0,3,36,73,0,4,59,14,42,2,1
27908,0,52,31,6,0,173,1,1,7,3,0,6,17,42,12,0,0,67,39,55,8,1
48448,0,49,36,2,0,142,0,11,4,3,1,0,0,56,24,0,1,149,14,16,42,29
53964,0,15,5,4,0,70,2,3,6,5,1,4,2,31,14,0,1,79,13,23,0,0
74578,0,6,3,4,0,104,1,5,6,2,0,0,0,29,14,0,9,44,2,27,1,7
98081,0,25,11,4,0,87,2,1,5,9,1,0,1,40,4,0,1,89,18,22,136,102
54536,0,24,16,3,0,143,0,3,4,0,3,0,5,60,23,0,3,106,19,23,13,1
27855,0,30,4,1,0,237,8,5,3,9,0,2,2,53,57,0,0,95,20,47,14,7
24319,0,14,12,11,0,68,3,3,7,3,6,0,1,35,20,0,0,73,11,29,14,12
64009,0,14,17,5,1,105,12,0,5,3,1,4,0,36,2,0,0,48,12,30,8,12
60566,0,18,11,0,0,97,2,7,5,17,3,13,0,45,15,0,0,66,15,25,35,16
683,0,28,8,5,0,97,1,7,5,15,5,0,6,28,14,0,0,83,14,32,56,56
4413,3,25,13,0,0,111,0,2,4,1,1,1,0,46,2,0,0,104,16,17,284,38
52862,0,53,27,6,0,117,6,3,4,9,3,3,1,55,56,0,1,82,46,42,34,16
68502,1,26,14,1,0,103,1,0,3,1,8,0,0,55,7,0,3,113,2,11,46,29
751,0,111,8,0,1,291,3,34,7,70,4,19,1,34,122,0,3,86,61,96,15,19
98790,3,21,22,3,0,149,1,1,3,3,0,0,2,51,24,0,6,178,7,25,50,25
20114,0,14,10,0,0,83,5,1,4,0,0,0,2,61,6,0,1,78,11,19,71,57
91143,0,31,14,5,0,176,2,19,3,0,1,0,1,51,39,0,3,76,16,44,24,17
41385,0,29,18,7,0,89,1,0,4,2,1,0,3,45,7,0,2,69,21,22,0,0
23644,0,14,8,3,0,90,3,0,6,14,2,0,0,47,48,0,0,31,11,33,4,0
50761,0,13,1,2,0,53,3,2,8,5,3,2,4,18,3,0,5,27,10,11,5,3
14667,3,36,18,4,0,267,0,5,5,10,1,4,0,58,4,0,2,128,20,38,17,1
19582,0,71,14,6,0,260,7,2,9,15,0,3,1,21,1,0,0,50,34,54,0,1
69505,0,6,11,6,0,106,0,9,7,3,7,0,1,22,34,0,0,52,6,18,0,27
88682,3,21,22,3,0,149,1,1,3,3,0,0,2,51,24,0,6,178,7,25,50,26
75738,0,27,19,2,0,75,1,0,6,4,5,4,3,34,3,0,0,56,23,10,13,20
68506,0,79,8,13,0,225,12,134,6,133,1,13,0,38,11,0,3,86,64,49,0,3
30380,0,26,18,6,0,119,2,9,3,12,8,2,14,46,29,0,5,79,22,23,4,6
28291,0,20,19,3,0,115,2,5,6,3,1,0,1,58,10,0,1,105,17,25,49,29
91027,0,24,8,1,0,99,4,1,8,0,1,0,1,29,3,0,4,53,16,29,0,0
63102,0,27,8,0,0,109,10,33,8,58,2,6,0,45,3,0,0,68,22,39,0,6
76576,0,6,6,1,0,265,0,0,3,0,2,8,1,58,0,0,3,72,6,62,25,10
77863,0,9,10,1,0,78,2,3,6,1,4,0,5,34,6,0,0,67,8,20,16,23
69789,0,13,6,0,0,61,6,14,7,25,2,0,0,35,0,0,0,52,11,19,0,4
18320,0,64,21,6,0,170,3,3,4,39,2,10,4,59,7,0,0,95,42,33,4,2
10136,0,214,4,0,0,380,0,1,3,37,1,7,0,27,216,0,2,513,2,9,32,0
43951,0,18,7,0,0,119,9,16,6,8,3,0,0,18,40,0,0,17,18,67,12,8
15577,0,54,13,17,0,163,3,5,7,35,3,1,5,98,18,0,1,92,29,50,0,0
76562,0,24,8,1,0,113,0,4,5,1,0,1,0,37,24,0,1,108,22,23,20,15
79488,0,73,10,11,0,164,5,1,5,16,1,7,5,49,29,0,0,80,23,30,10,1
37432,0,22,8,3,0,80,7,2,3,2,0,1,0,53,12,0,0,105,16,23,0,0
20697,0,52,8,30,0,284,1,5,9,17,1,9,1,28,49,0,1,42,22,106,0,0
87032,0,40,10,7,0,159,1,4,6,9,2,9,0,64,14,0,4,101,27,40,1,4
86932,0,64,23,9,0,181,0,21,5,9,12,3,1,46,36,0,3,141,42,37,10,6
45862,0,22,4,3,0,117,1,7,4,8,1,0,0,38,48,0,7,71,12,23,8,0
52898,0,72,16,9,0,238,5,8,14,34,1,4,0,91,50,0,6,130,55,66,184,62
78668,0,43,16,7,0,127,4,1,5,15,0,2,4,48,0,0,0,72,21,36,33,30
73910,14,56,13,2,0,347,1,1,4,13,1,4,0,60,4,0,2,161,8,28,17,21
82243,0,67,14,11,0,186,1,46,5,58,1,20,1,57,2,0,0,95,41,60,10,18
71430,0,58,16,3,0,159,1,31,5,37,1,11,0,59,62,0,1,87,36,20,2,4
39028,0,19,15,3,0,87,0,1,3,1,15,0,13,58,21,0,6,81,18,18,0,3
22094,0,22,28,26,0,156,8,0,4,47,1,4,0,65,2,0,0,83,19,48,9,7
13245,0,6,1,24,0,508,0,15,3,48,2,63,130,32,73,0,13,45,6,191,2,5
71927,0,17,13,4,0,86,3,8,5,2,2,3,1,52,31,0,2,91,14,29,4,5
3473,1,77,10,1,0,163,1,31,2,34,2,12,2,57,2,0,0,130,49,20,170,158
15198,1,28,10,4,0,84,3,2,5,18,4,5,1,38,0,0,1,43,14,27,11,2
84285,0,51,4,1,0,161,1,11,4,14,2,1,0,49,0,0,0,70,20,33,35,15
12415,0,7,4,3,0,66,2,1,8,2,4,0,1,19,2,0,3,29,2,21,0,1
52484,0,22,15,1,0,72,3,1,4,7,2,0,1,45,6,0,3,64,17,16,59,36
43167,0,52,12,4,0,114,7,0,6,3,4,0,0,39,7,0,0,47,31,30,9,14
35038,1,36,12,4,0,127,6,17,4,6,0,0,0,39,42,0,4,103,32,21,16,1
85204,0,51,31,1,0,177,9,3,6,21,1,3,6,113,13,0,1,118,44,42,18,22
88792,0,27,16,1,0,113,8,7,5,6,1,1,1,44,17,0,3,80,16,25,18,47
90951,0,20,6,1,0,44,3,2,6,5,2,0,1,18,25,0,4,72,18,7,12,6
17986,0,46,11,6,0,130,0,6,4,3,1,7,1,41,36,0,0,92,26,36,53,44
6542,0,92,5,9,0,399,2,35,5,125,0,17,2,81,31,0,0,126,44,100,136,89
40040,0,51,14,3,0,224,12,1,8,1,0,3,0,50,0,0,0,66,30,62,0,0
33825,0,10,9,2,0,73,1,2,6,2,2,1,2,26,12,0,6,58,8,16,27,5
40983,0,32,8,3,0,142,4,8,8,8,2,4,5,35,0,0,0,51,16,43,72,19
81119,0,36,36,3,0,70,2,11,3,12,4,1,1,45,7,0,1,102,33,9,1,0
63943,0,42,21,5,0,83,2,11,3,7,1,2,0,42,16,0,0,93,32,19,5,4
80584,1,292,37,53,0,728,37,58,13,182,1,13,14,193,75,0,5,308,205,253,5,8
76193,0,19,3,8,0,89,2,0,8,8,0,0,0,25,0,0,0,46,6,20,1,0
36101,2,23,14,3,0,146,0,9,5,1,1,1,0,38,20,0,2,81,18,32,13,4
20618,0,30,26,10,0,135,2,1,3,6,6,2,1,44,3,0,7,92,21,26,10,6
89414,0,47,15,6,0,129,7,1,7,8,3,2,14,48,1,0,0,82,33,47,178,155
65688,0,50,9,3,0,135,11,7,5,9,1,1,1,58,11,0,0,91,33,30,8,13
71397,4,30,51,1,0,283,4,7,2,2,3,1,2,122,52,0,5,300,18,36,10,2
96184,0,20,10,1,0,86,4,0,6,3,4,0,1,41,1,0,3,63,14,16,70,107
55855,0,27,8,0,0,109,10,33,8,58,2,6,0,45,3,0,0,68,22,39,0,11
98798,0,61,4,12,0,195,16,168,5,185,3,40,0,17,0,0,0,59,42,115,4,7
20845,0,24,18,0,2,277,0,1,2,40,1,0,1,62,6,0,0,120,13,21,37,17
8865,0,43,6,6,0,151,4,134,5,93,5,29,2,36,4,0,1,57,30,37,5,12
656,0,22,12,5,0,69,5,22,6,22,1,1,1,21,2,0,0,58,14,20,0,0
33768,0,44,17,7,0,78,4,24,3,19,1,6,1,36,11,0,0,86,36,21,1,2
15443,0,14,3,1,0,113,5,5,5,11,1,2,0,55,25,0,2,138,7,31,174,209
47714,0,58,14,39,0,242,2,15,5,26,3,18,2,70,21,0,0,58,28,94,3,5
23150,0,21,14,4,0,86,3,1,4,8,2,0,4,51,8,0,1,56,20,14,9,12
77980,0,107,22,33,0,365,9,13,4,41,1,2,39,52,4,0,0,80,48,99,11,2
73781,0,59,5,6,0,105,1,5,5,68,6,15,2,14,0,0,1,60,42,45,1,0
31712,0,22,7,4,0,86,5,2,6,4,2,4,3,19,10,0,3,48,14,26,14,6
98418,0,194,33,6,0,447,27,17,9,38,0,1,1,73,2,0,0,148,193,90,15,16
47426,0,46,20,6,0,165,8,2,5,14,1,5,0,90,15,0,3,104,38,31,5,7
86579,0,40,4,8,0,173,3,11,6,26,1,5,1,34,33,0,4,106,28,39,1,0
61688,0,39,20,7,0,144,0,6,4,24,3,4,18,38,25,0,5,105,27,35,60,9
16166,1,43,6,8,0,111,6,9,4,19,2,0,0,33,14,0,1,91,29,24,12,5
93474,1,66,12,4,0,220,2,3,4,6,2,1,1,66,54,0,0,139,14,59,104,39
77124,1,38,31,2,10,161,1,2,3,9,0,0,0,48,30,0,3,123,11,19,21,11
39696,0,43,7,10,0,125,0,5,6,12,2,4,0,56,12,0,1,66,20,56,39,8
99634,0,17,11,2,0,84,1,13,6,1,3,1,1,50,30,0,2,82,10,24,80,25
95107,0,24,13,1,0,93,2,0,3,6,0,1,1,49,0,0,0,108,18,22,196,65
3614,7,12,20,1,0,138,6,3,5,6,0,0,0,36,6,0,1,90,8,17,23,10
58635,0,143,39,6,0,346,22,6,5,31,3,0,1,125,81,0,3,160,130,59,4,1
96104,3,114,48,8,0,427,9,46,8,81,1,43,3,87,96,0,3,169,59,86,41,17
59058,0,50,19,7,0,153,4,27,5,1,1,0,1,27,47,0,3,84,41,38,9,3
18846,0,34,9,7,0,107,0,1,5,4,3,0,1,36,6,0,1,104,28,17,2,1
11941,0,43,12,2,0,111,4,0,5,2,4,0,0,38,6,0,2,82,34,28,16,5
56179,0,29,26,1,0,73,2,0,4,6,0,5,1,57,4,0,1,91,21,13,0,0
41881,0,31,9,4,0,109,5,15,6,12,1,3,1,43,40,0,3,105,25,35,9,10
37634,0,35,9,3,0,118,2,9,5,5,0,0,5,26,13,0,3,107,31,21,1,1
1459,0,14,7,2,0,84,0,20,7,26,1,6,8,29,16,0,0,47,12,23,0,0
38108,0,43,4,5,0,132,11,15,8,10,3,1,1,31,17,0,0,45,41,28,0,0
24011,1,66,12,4,0,220,2,3,4,6,2,1,1,66,54,0,0,139,14,59,104,43
54291,1,51,9,14,0,180,11,12,4,29,2,3,2,45,0,0,0,60,45,41,5,4
46669,0,116,13,4,0,348,7,98,3,13,8,25,1,55,242,0,1,169,62,56,17,8
51491,0,21,14,3,0,83,3,5,7,20,2,14,1,38,11,0,1,60,15,47,53,8
16666,0,34,13,4,1,99,2,4,4,16,1,2,0,45,2,0,0,81,8,24,14,3
20226,25,152,12,1,0,830,8,8,3,51,1,3,19,50,15,0,2,192,136,50,15,5
41157,0,10,15,0,0,94,2,2,5,1,1,6,1,47,6,0,1,57,10,24,89,12
53876,2,166,9,6,0,394,3,126,5,100,3,46,1,96,501,0,0,258,156,66,15,18
3251,0,25,17,4,0,88,1,3,6,0,0,3,1,43,6,0,4,79,16,15,37,30
30443,0,17,4,7,0,70,0,5,5,4,2,0,0,40,11,0,1,91,3,22,2,6
32477,0,46,3,19,0,128,4,2,9,9,1,14,5,4,0,0,0,55,15,43,1,3
47167,0,75,5,40,0,381,6,152,3,334,3,11,139,77,59,0,2,73,52,194,0,1
8576,0,74,4,1,0,635,1,21,3,21,2,20,0,47,87,0,2,84,19,242,62,21
55153,0,47,5,4,0,81,15,15,7,27,2,5,1,7,0,0,0,42,35,24,1,0
90687,0,35,3,2,0,88,1,14,5,3,1,1,0,47,68,0,3,78,33,16,23,17
49260,2,33,12,8,0,225,0,0,5,15,0,4,0,84,0,0,0,94,19,49,2,1
97519,0,50,3,0,0,152,3,6,7,19,1,1,0,20,30,0,2,92,27,22,26,4
67792,0,17,6,1,0,86,0,4,4,0,0,0,2,47,15,0,3,99,15,18,25,6
71651,0,60,14,13,0,179,1,20,5,18,4,15,2,53,22,0,0,65,55,35,4,1
42884,1,12,9,4,0,148,1,0,4,1,1,0,6,44,0,0,0,71,11,45,141,46
95574,0,49,15,12,0,147,2,9,5,20,1,3,0,48,22,0,3,97,33,35,24,7
34686,0,151,6,4,0,248,6,138,5,44,3,20,10,13,3,0,0,77,73,83,12,12
20355,0,36,6,0,1,143,5,5,5,0,0,1,4,32,28,0,2,91,26,36,12,0
56034,0,14,14,3,0,79,3,2,5,3,6,3,4,36,7,0,2,76,12,21,16,1
45658,0,74,9,7,0,159,9,32,5,65,3,1,3,19,13,0,0,58,35,44,1,24
61188,0,52,15,10,0,149,3,8,5,47,4,5,7,29,0,0,0,72,36,47,19,5
34280,2,25,16,2,0,141,0,1,2,9,4,0,4,58,5,0,2,91,18,22,36,45
94484,0,29,7,23,8,195,1,2,5,6,1,0,0,64,8,0,0,63,10,33,1,5
40356,0,14,6,2,0,82,3,0,8,3,0,0,0,28,15,0,2,64,10,19,0,13
10571,0,69,13,14,1,239,0,0,6,9,2,9,1,43,34,0,1,86,24,70,39,35
71411,0,27,10,3,0,106,3,0,5,2,1,0,2,28,7,0,5,45,18,23,18,22
82693,0,34,22,4,0,132,1,0,5,4,3,4,4,59,0,0,0,56,31,33,49,5
20063,0,47,5,8,0,129,9,38,7,50,0,8,0,17,3,0,0,33,20,50,0,0
5996,0,25,20,2,0,64,4,4,4,5,4,0,0,40,6,0,0,83,23,13,21,32
40595,0,50,19,7,0,153,4,27,5,1,1,0,1,27,47,0,3,84,41,38,9,2
9241,0,46,23,3,0,148,2,0,3,3,2,4,2,41,15,0,0,67,27,31,12,5
50913,0,16,15,5,0,100,3,2,3,0,2,1,1,79,9,0,0,72,14,28,8,4
5015,0,45,6,0,0,158,5,20,4,19,3,0,1,33,60,0,8,62,22,27,33,11
12647,0,75,17,11,0,188,2,2,8,0,5,1,1,45,9,0,0,63,28,54,13,9
46180,0,46,11,5,0,152,9,11,5,20,2,1,1,53,17,0,5,114,30,25,12,10
47129,0,23,14,3,0,94,0,4,5,1,5,11,1,45,16,0,5,70,17,21,1,1
93146,0,27,17,7,0,152,4,8,8,9,3,0,10,62,25,0,2,114,19,36,266,56
71156,0,17,11,0,0,122,1,10,6,0,6,0,0,36,17,0,7,79,9,26,9,13
40585,0,27,2,1,0,237,0,6,4,48,2,2,0,31,72,0,5,44,16,74,0,3
73067,0,28,12,9,0,126,2,19,3,56,3,26,1,34,132,0,4,75,23,34,9,6
24163,0,46,6,12,0,206,10,34,5,32,0,0,2,37,57,0,11,97,28,38,4,0
74699,7,55,16,0,0,183,1,0,2,14,0,3,1,54,3,0,0,126,22,4,7,7
83472,0,37,11,5,0,109,0,4,5,6,11,3,2,69,7,0,0,99,21,64,12,4
56845,3,13,9,0,8,137,0,10,4,38,4,9,0,65,2,0,1,60,3,14,3,0
85111,0,28,8,3,0,94,5,2,6,2,1,1,0,32,6,0,2,55,19,22,4,3
96413,0,25,26,0,0,149,5,18,3,1,0,2,0,67,23,0,0,112,25,38,55,15
87103,0,17,10,2,0,169,0,0,4,1,1,2,14,28,13,0,11,57,10,61,47,66
25642,0,21,16,6,0,90,5,8,5,2,4,6,1,40,16,0,1,75,18,29,5,3
95868,0,68,12,26,0,241,2,25,8,38,0,21,8,37,80,0,1,176,34,92,140,39
28863,0,65,6,12,0,174,4,36,4,69,0,3,1,43,7,0,4,92,17,62,27,9
79406,0,63,18,2,0,152,1,2,2,52,3,0,0,46,6,0,0,100,16,32,12,19
70166,0,55,13,1,0,235,11,15,5,0,2,0,1,88,36,0,15,105,49,50,42,60
56365,0,68,3,5,0,194,4,103,5,146,3,15,0,41,3,0,0,64,34,48,0,0
59817,0,30,5,4,0,123,7,9,5,12,1,5,1,29,14,0,4,82,15,30,31,12
45976,0,30,7,2,0,124,1,12,7,10,2,1,3,33,38,0,2,80,20,29,6,0
69973,17,68,38,2,0,376,0,2,1,21,1,0,0,91,3,0,0,191,13,12,132,81
19774,0,13,14,4,0,40,4,2,8,3,2,2,1,18,3,0,0,41,12,13,14,20
54884,2,31,17,3,0,152,5,2,6,13,3,0,1,37,8,0,2,107,23,15,64,84
83946,0,20,17,24,0,95,1,9,4,21,5,8,22,39,21,0,1,60,11,60,28,10
18585,0,37,15,8,0,151,0,2,3,5,1,2,0,85,42,0,5,147,9,59,47,52
93185,0,41,13,14,0,129,1,6,6,13,0,4,12,26,2,0,0,40,15,45,0,0
49259,6,27,22,0,0,164,3,3,3,3,1,2,1,36,20,0,0,102,22,18,55,35
95678,0,19,7,0,0,63,4,0,8,3,0,0,1,18,1,0,3,42,19,16,24,12
87020,0,36,13,0,0,131,0,9,4,13,0,2,1,55,11,0,4,84,30,32,46,25
32274,0,31,8,0,0,103,3,3,7,7,4,0,2,30,4,0,0,69,18,27,28,5
33267,31,130,34,2,0,902,4,1,3,64,1,0,0,57,8,0,1,236,34,18,8,4
36334,0,21,5,1,0,108,8,8,5,0,0,0,1,32,19,0,2,61,17,22,58,17
48437,0,35,8,6,0,102,6,16,4,16,3,1,0,50,0,0,0,72,31,28,22,11
1418,0,17,5,1,0,83,3,6,5,10,0,1,4,50,11,0,0,69,12,17,56,97
5431,0,7,17,1,0,57,0,2,4,0,6,1,1,31,11,0,3,76,6,11,213,127
75765,2,63,24,4,0,185,20,10,4,6,1,3,1,64,6,0,0,98,49,42,7,10
62232,0,23,22,5,0,61,0,2,8,0,2,0,1,34,18,0,0,70,20,19,1,1
85225,0,40,21,3,0,179,5,28,4,52,4,34,15,28,2,0,0,56,36,29,3,0
62409,0,49,5,9,0,143,2,2,5,11,3,11,0,39,7,0,0,77,20,62,0,1
26184,0,21,12,0,0,85,6,11,5,0,3,1,3,28,30,0,0,73,19,13,2,2
10718,0,32,10,19,0,109,1,2,3,22,5,2,10,36,8,0,0,104,23,42,19,21
30218,0,35,17,0,0,115,4,0,2,1,1,0,1,66,27,0,4,124,34,15,0,1
9896,0,67,2,0,0,193,4,13,6,23,1,1,0,20,77,0,4,203,51,24,1,4
79671,0,30,16,0,0,102,5,3,5,1,1,1,0,36,20,0,0,65,28,29,0,0
83872,0,40,12,6,2,190,2,4,4,8,1,1,0,73,18,0,1,86,24,44,30,6
71446,1,87,12,12,0,228,5,1,4,23,1,2,5,50,80,0,0,50,30,52,14,19
5169,0,13,12,1,0,78,4,4,5,5,1,0,1,34,10,0,3,57,13,19,17,7
52545,0,10,9,2,0,68,3,0,8,0,2,1,4,33,4,0,1,50,7,18,1,6
65451,1,38,15,0,0,83,0,4,4,5,1,0,0,35,10,0,1,111,3,9,78,72
69354,0,60,20,28,0,271,5,0,5,11,3,16,3,97,9,0,3,75,52,91,44,81
65121,0,27,14,1,0,128,2,9,6,5,1,1,7,62,30,0,4,121,20,22,30,11
11013,0,27,7,4,1,117,2,8,4,12,0,4,2,69,26,0,4,96,19,19,6,12
45521,0,36,9,0,0,79,2,3,2,2,0,0,4,71,4,0,3,97,33,7,20,18
38671,0,12,10,1,0,112,3,15,5,0,0,4,0,50,43,0,3,107,11,32,22,1
97570,0,36,19,3,0,258,18,25,5,1,1,1,1,79,44,0,15,131,33,52,58,84
83292,0,7,4,1,0,69,1,4,7,3,1,0,0,29,3,0,2,43,4,22,38,12
598,0,72,31,9,0,513,6,3,6,7,6,69,3,121,13,0,0,128,49,143,39,7
64205,0,16,12,26,0,158,2,4,3,6,2,2,2,52,1,0,0,89,12,38,5,3
62467,0,59,15,8,0,185,11,7,7,5,3,3,0,43,21,0,2,78,37,51,7,3
88551,0,16,13,0,0,70,3,7,7,5,3,0,0,41,18,0,3,65,13,15,10,26
24959,0,49,5,9,0,143,2,2,5,11,3,11,0,39,7,0,0,77,20,62,0,0
75511,0,35,12,6,0,120,0,2,3,2,3,2,8,62,17,0,2,77,17,31,16,6
8184,3,39,17,13,0,163,3,1,3,26,1,9,1,49,59,0,0,85,33,32,3,7
76362,0,14,17,6,0,98,2,5,5,0,6,1,11,27,24,0,1,73,13,26,23,4
45754,0,47,46,2,0,326,1,4,1,9,2,3,0,79,3,0,0,118,47,50,1,0
95232,0,25,5,10,0,110,5,10,9,11,4,0,3,25,18,0,1,45,15,36,0,9
49675,1,69,61,21,0,230,5,1,4,4,0,0,1,30,18,0,0,156,32,64,4,27
